asn	country	institution
512	US	DNIC-AS-00512 - DoD Network Information Center
513	CH	CERN
514	US	DSADC-MECH - DoD Network Information Center
515	US	DNIC-AS-00515 - DoD Network Information Center
516	US	KODAK-BTC - Eastman Kodak Boston Technology Center
517	NL	Darmstaedter Landstrasse 184
518	US	DNIC-AS-00518 - DoD Network Information Center
519	US	ISCNET - Systemhouse/INTERACTIVE Systems
520	US	COINSDISNET3 - Coins Community Online Intelligence System
521	US	FORD-SRL-AS - Ford Motor Company
522	US	AFSC-SSD-AS - Air Force Systems Networking
523	US	DNIC-AS-00523 - Headquarters, USAISC
524	US	LVLT-524 - Level 3 Parent, LLC
525	US	CTNOSC-525-AS - Headquarters, USAISC
526	US	DNIC-AS-00526 - Headquarters, USAISC
527	US	DNIC-AS-00527 - DoD Network Information Center
528	DE	AUGSBURG-GW1-AS CDOIM Augsburg
529	GB	BURTONWOOD-GW1-AS CDOIM Burtonwood Information Center
530	US	DNIC-AS-00530 - Headquarters, USAISC
531	US	DNIC-AS-00531 - Headquarters, USAISC
532	US	DNIC-AS-00532 - DoD Network Information Center
533	US	DNIC-AS-00533 - Headquarters, USAISC
534	US	DNIC-AS-00534 - Headquarters, USAISC
535	US	DNIC-AS-00535 - Headquarters, USAISC
536	US	DNIC-AS-00536 - Headquarters, USAISC
537	US	DNIC-AS-00537 - Headquarters, USAISC
538	US	DNIC-AS-00538 - Headquarters, USAISC
539	US	DNIC-AS-00539 - Headquarters, USAISC
540	US	DNIC-AS-00540 - DoD Network Information Center
541	US	IGAUTON - Intelligenetics Inc.
542	CA	ARNET - Alberta Research Council
543	US	HP-POLYCOM - Hewlett-Packard Company
544	FI	SONERA-FUNET-TRANSIT Sonera Corporation
545	US	NRI - Corporation for National Research Initiatives
546	US	PARSONS-PGS-1 - Parsons Corporation
547	US	ASN-IBM-LEX - IBM
548	US	HQUSAF-AS - Air Force Systems Networking
549	CA	GTANET-AS - GTAnet Networking
550	US	CORNETT-AS - Los Alamos National Laboratory
551	US	AS551 - Parsons Corporation
552	US	DNIC-AS-00552 - DoD Network Information Center
553	DE	BELWUE BelWue-Koordination
554	US	CALINET-AS - California Internet Federation
555	US	VTSII - Velocity Technology Solutions, Inc
556	US	CALREN-AS - USC/Information Sciences Institute
557	US	UMAINE-SYS-AS - University of Maine System
558	US	NNEXT - NV Next LLC
559	CH	SWITCH Peering requests: (peering@switch.ch)
560	US	LVLT-560 - Level 3 Parent, LLC
561	US	3COM-A - HP Inc.
562	US	3COM-B - HP Inc.
563	US	3COM-C - HP Inc.
564	US	DNIC-AS-00564 - DoD Network Information Center
565	FI	VTT-AS VTT autonomous system
566	CA	SSC-299-Z-566 - Shared Services Canada
567	US	ASN-LNET-AS - Los Nettos
568	US	DNIC-AS-00568 - DoD Network Information Center
569	US	DNIC-AS-00569 - DoD Network Information Center
570	US	SSD-NET-AS - Air Force Systems Networking
571	US	DNIC-AS-00571 - DoD Network Information Center
572	US	GBMC-TOW - Greater Baltimore Medical Center Inc
573	US	DNIC-AS-00573 - DoD Network Information Center
574	US	PSC-TEST-AS - Pittsburgh Supercomputing Center
575	US	DNIC-AS-00575 - Headquarters, USAISC
576	US	DNIC-AS-00576 - DoD Network Information Center
577	CA	BACOM - Bell Canada
578	US	PKDY-ASNUMBER - Packaging Dynamics
579	US	C4DR2 - Glynlyon
580	US	DNIC-AS-00580 - DoD Network Information Center
581	US	AMC-MAF-C2-ENCLAVES - Air Force Systems Networking
582	US	GDSS-21AF-AS - Air Force Systems Networking
583	US	GDSS-22AF-AS - Air Force Systems Networking
584	US	GDSS-23AF-AS - Air Force Systems Networking
585	US	GDSS-322ALD-AS - Air Force Systems Networking
586	US	GDSS-834ALD-AS - Air Force Systems Networking
587	US	GDSS-ANG-AS - Air Force Systems Networking
588	US	DIRECTRON - Headquarters, USAISC
589	US	UNT-CAMPUS-AS - University of North Texas
590	DE	EASInet Operations Center
591	CA	NSTN-AS - NSTN, Inc.
592	US	DNIC-AS-00592 - Navy Network Information Center (NNIC)
593	CH	EASINET-AS1 Easinet Air Base
594	US	LVLT594-598 - Level 3 Parent, LLC
595	US	LVLT594-598 - Level 3 Parent, LLC
596	US	LVLT594-598 - Level 3 Parent, LLC
597	US	LVLT594-598 - Level 3 Parent, LLC
598	US	LVLT594-598 - Level 3 Parent, LLC
599	US	NISC-AS - SRI International
600	US	OARNET-AS - OARnet
601	CA	BACOM4-AS - Bell Canada
602	CA	BACOM3-AS - Bell Canada
603	CA	BACOM2-AS - Bell Canada
604	US	ONELAMBDA-INC - One Lambda, Incorporated
605	US	VHS-CHIL - Vanguard Health Management, Inc.
606	US	SCHAT-AS - schat.net
607	US	AS-NICO1 - Nico Holdings LLC
608	US	BUFORD-COMM-ALLIAN-1 - ALLIANCE COMMUNICATIONS NETWORK
609	US	EY-AS-DE - Ernst & Young LLP
610	US	AS-HERE-US1 - HERE North America LLC
611	CA	NECN-1-611 - NB-PEI Educational Computer Network
612	US	AIRFIBER521 - AirFiber, Inc.
613	US	BP-AS-613 - BP America, Inc.
614	US	CSUNET-AS - California State University, Office of the Chancellor
615	US	DNIC-AS-00615 - Headquarters, USAISC
616	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
617	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
618	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
619	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
620	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
621	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
622	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
623	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
624	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
625	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
626	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
627	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
628	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
629	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
630	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
631	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
632	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
633	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
634	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
635	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
636	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
637	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
638	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
639	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
640	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
641	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
642	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
643	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
644	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
645	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
646	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
647	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
648	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
649	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
650	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
651	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
652	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
653	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
654	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
655	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
656	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
657	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
658	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
659	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
660	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
661	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
662	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
663	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
664	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
665	US	DNIC-ASBLK-00616-00665 - DoD Network Information Center
666	US	CTNOSC-ASN-666 - Headquarters, USAISC
667	US	DNIC-AS-00667 - DoD Network Information Center
668	US	DNIC-AS-00668 - DoD Network Information Center
669	FR	OFRIR-IP-INTERNET-AS INRIA
670	US	DNIC-AS-00670 - Headquarters, USAISC
671	US	DNIC-AS-00671 - Headquarters, USAISC
672	US	DNIC-AS-00672 - Headquarters, USAISC
673	US	DNIC-AS-00673 - Headquarters, USAISC
674	US	BBN-DSI - Advanced Information Technology Services, LLC
675	US	MSUS-AS - Minnesota State Colleges and Universities
676	AR	United Nations Development Programme
677	US	ASU-AS - Arizona State University
678	US	DNIC-AS-00678 - DoD Network Information Center
679	AT	TUNET-AS Vienna University of Technology
680	DE	DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
681	NZ	ERX-KAWAIHIKO-1 The University of Waikato
682	US	AS-ORNL-IGRP1-AS - Oak Ridge National Laboratory
683	US	ARGONNE-AS - Argonne National Lab
684	CA	MTSAL-ASN - MTS Inc.
685	US	NTTA-685 - NTT America, Inc.
686	US	OSD-GW-AS - 7th Communications Group/GNE
687	US	DNIC-AS-00687 - DoD Network Information Center
688	US	RECNET-AS - Department of Interior
689	US	MERIT-AS-26 - Merit Network Inc.
690	US	MERIT-AS-27 - Merit Network Inc.
691	CA	PEINET-AS - University of P.E.I
692	US	SEMATECH-AS - Sematech, Inc.
693	US	NOTRE-DAME-AS - University of Notre Dame
694	US	DNIC-AS-00694 - Headquarters, USAISC
695	CH	SWITCH-TEST1 Zurich, Switzerland
696	CH	SWITCH-TEST2 Zurich, Switzerland
697	DE	Gesellschaft fuer Mathematik und Datenverarbeitung
698	US	ASN-UIUC-REGION-AS - University of Illinois at Urbana-Champaign
699	US	KNBE - KANOBE INC
700	US	ROKNET-AS - The Boeing Company
701	US	UUNET - MCI Communications Services, Inc. d/b/a Verizon Business
702	US	UUNET - MCI Communications Services, Inc. d/b/a Verizon Business
703	US	UUNET - MCI Communications Services, Inc. d/b/a Verizon Business
704	US	UUNET - MCI Communications Services, Inc. d/b/a Verizon Business
705	US	UUNET - MCI Communications Services, Inc. d/b/a Verizon Business
706	US	TEST-AUSTIN-IBM-AS - Advanced Workstations Division, IBM Corporation
707	US	ELAN-AS - Air Force Systems Networking
708	US	SB-COMM-AS - Sentinel Byte Community
709	GB	UHEY-NET-AS Royal Air Force Base
710	GB	BENT-NET-AS Royal Air Base
711	ES	SB-COMM-AS - Torrejon Air Base
712	GB	ALCON-NET-AS Royal Air Base
713	US	AFMPCGW-AS - Air Force Systems Networking
714	US	APPLE-ENGINEERING - Apple Inc.
715	US	WOODYNET-2 - WoodyNet
716	US	DNIC-AS-00716 - Headquarters, USAISC
717	US	DNIC-AS-00717 - DoD Network Information Center
718	US	DNIC-AS-00718 - DoD Network Information Center
719	FI	ELISA-AS Helsinki, Finland
720	US	WR-LOGDIS-AS - Air Force Systems Networking
721	US	DNIC-ASBLK-00721-00726 - DoD Network Information Center
722	US	DNIC-ASBLK-00721-00726 - DoD Network Information Center
723	US	DNIC-ASBLK-00721-00726 - DoD Network Information Center
724	US	DNIC-ASBLK-00721-00726 - DoD Network Information Center
725	US	DNIC-ASBLK-00721-00726 - DoD Network Information Center
726	US	DNIC-ASBLK-00721-00726 - DoD Network Information Center
727	US	AFCONC-BLOCK2-AS - Air Force Systems Networking
728	US	AFCONC-BLOCK2-AS - Air Force Systems Networking
729	US	AFCONC-BLOCK2-AS - Air Force Systems Networking
730	US	AFCONC-BLOCK2-AS - Air Force Systems Networking
731	US	AFCONC-BLOCK2-AS - Air Force Systems Networking
732	US	AFCONC-BLOCK2-AS - Air Force Systems Networking
733	US	AFCONC-BLOCK2-AS - Air Force Systems Networking
734	US	AFCONC-BLOCK2-AS - Air Force Systems Networking
735	US	AFCONC-BLOCK2-AS - Air Force Systems Networking
736	US	AFCONC-BLOCK2-AS - Air Force Systems Networking
737	US	AFCONC-BLOCK2-AS - Air Force Systems Networking
738	US	AFCONC-BLOCK2-AS - Air Force Systems Networking
739	US	AFCONC-BLOCK2-AS - Air Force Systems Networking
740	US	AFCONC-BLOCK2-AS - Air Force Systems Networking
741	US	AFCONC-BLOCK2-AS - Air Force Systems Networking
742	US	AFCONC-BLOCK2-AS - Air Force Systems Networking
743	US	AFCONC-BLOCK2-AS - Air Force Systems Networking
744	US	AFCONC-BLOCK2-AS - Air Force Systems Networking
745	US	AFCONC-BLOCK2-AS - Air Force Systems Networking
746	US	AFCONC-BLOCK2-AS - Air Force Systems Networking
747	US	DNIC-AS-00747 - Headquarters, USAISC
748	US	DNIC-AS-00748 - DoD Network Information Center
749	US	DNIC-AS-00749 - DoD Network Information Center
750	US	MERIT-AS-16 - Merit Network Inc.
751	US	MERIT-AS-17 - Merit Network Inc.
752	US	MERIT-AS-18 - Merit Network Inc.
753	US	MERIT-AS-19 - Merit Network Inc.
754	US	MERIT-AS-20 - Merit Network Inc.
755	US	MERIT-AS-21 - Merit Network Inc.
756	US	MERIT-AS-22 - Merit Network Inc.
757	US	MERIT-AS-23 - Merit Network Inc.
758	US	MERIT-AS-24 - Merit Network Inc.
759	US	MERIT-AS-25 - Merit Network Inc.
760	AT	UNIVIE University of Vienna, Austria
761	FI	TIETORAITTI-AS Seinajoen Tietoraitti Oy
762	US	WELLFLEET-AS - Wellfleet Communications, Inc.
763	US	SQNT-TEAMNET-AS - IBM
764	FI	FI-PMO-AS Prime Minister's Office
765	US	DNIC-AS-00765 - DoD Network Information Center
766	ES	REDIRIS RedIRIS Autonomous System
767	US	DNIC-AS-00767 - DoD Network Information Center
768	US	DNIC-AS-00768 - Navy Network Information Center (NNIC)
769	US	DNIC-AS-00769 - DoD Network Information Center
770	US	DNIC-AS-00770 - DoD Network Information Center
771	US	AS771 - National Aeronautics and Space Administration
772	US	DNIC-AS-00772 - Headquarters, USAISC
773	US	PARSONS-PGS-2 - Parsons Corporation
774	FR	FR-INRIA1 Institut National de Recherche en Informatique
775	FR	FR-INRIA-ROCQ Institut National de Recherche en Informatique
776	FR	FR-INRIA-SOPHIA INRIA Sophia-Antipolis
777	FR	CEA-Saclay
778	FR	FR-INRIA-MONTBONNOT INRIA Rhone-Alpes
779	FR	FR-RENATER Reseau National de telecommunications pour la Technologie
780	FR	FR-ARAMIS IMAG
781	FR	FR-RENATER-LOTHAIRE Reseaux Regionaux StanNet et AmperNet
782	FR	"FR-LORIA AS for the "" Laboratoire en recherche informatique et ses applications"""
783	FR	FR-INRIA2 Institut National de Recherche en Informatique
784	US	HJFNET-AS - Henry M. Jackson Foundation for The Advancement of Military Medicine
785	US	DNIC-AS-00785 - Headquarters, USAISC
786	GB	JANET Jisc Services Limited
787	US	DNIC-AS-00787 - DoD Network Information Center
788	US	DNIC-AS-00788 - Navy Network Information Center (NNIC)
789	FR	IN2P3 IN2P3 Autonomous System
790	FI	EUNET
791	US	AINET-AS791 - Advanced Information Technology Services, LLC
792	US	ORACLE-ASNBLOCK-ASN - Oracle Corporation
793	US	ORACLE-ASNBLOCK-ASN - Oracle Corporation
794	US	ORACLE-ASNBLOCK-ASN - Oracle Corporation
795	US	AMERITECH-AS - AT&T Services, Inc.
796	US	AMERITECH-AS - AT&T Services, Inc.
797	US	AMERITECH-AS - AT&T Services, Inc.
798	US	DNIC-AS-00798 - Headquarters, USAISC
799	US	DNIC-AS-00799 - Headquarters, USAISC
800	US	ONEWEB - OneWeb
801	US	WORKFRONT - AtTask, Inc
802	CA	YORKU-AS - York University
803	CA	SASKTEL - Saskatchewan Telecommunications
804	CA	ISTS-AS-AS - Institute for Space and Terrestrial Science
805	CA	GONET-ASN-2 - GONET
806	CA	SSC-299-806 - Shared Services Canada
807	CA	GONET-ASN-3 - GONET
808	CA	GONET-ASN-1 - GONET
809	CA	GONET-ASN-4 - GONET
810	CA	SSCWEST - Shared Services Canada
811	CA	SSCEAST - Shared Services Canada
812	CA	ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc.
813	US	UUNET-CANADA - MCI Communications Services, Inc. d/b/a Verizon Business
814	US	UUNET-CANADA - MCI Communications Services, Inc. d/b/a Verizon Business
815	US	UUNET-CANADA - MCI Communications Services, Inc. d/b/a Verizon Business
816	US	MOONV6 - MCI Communications Services, Inc. d/b/a Verizon Business
817	US	UUNET-CANADA - MCI Communications Services, Inc. d/b/a Verizon Business
818	CA	DOC-AS - Department of Communications
819	CA	LARG-NET - LARG*net
820	CA	SSC-299-Z-820 - Shared Services Canada
821	CA	DISC - Designed Information Systems Corporation
822	CA	STJOSEPHS-AS - St. Joseph's Health Care, London
823	CA	UWO-AS - The University of Western Ontario
824	US	GLAXOSMITHKLINE - GlaxoSmithKline
825	CA	CFWS-NET - Canadian Forces Weather Services
826	CA	CRTC-GC-AS - CRTC
827	CA	ALCAN-AS - Alcan International Ltd.
828	CA	NLC-BNC-GC-AS - Shared Services Canada
829	CA	SYGMA-INT-OR - Bell Sygma Systems Management
830	CA	SYGMA-INT-QR - Bell Sygma Systems Management
831	CA	SYGMA-EXT-OR - Bell Sygma Systems Management Inc.
832	CA	SYGMA-EXT-QR - Beel Sygma Systems Management Inc.
833	CA	GONET-ASN-5 - GONET
834	ZZ	-Reserved AS-
835	CA	GONET-ASN-6 - GONET
836	CA	GONET-ASN-7 - GONET
837	CA	SSC-299-Z-837 - Shared Services Canada
838	CA	CANET2-ASN - Canadian Research Network
839	CA	CANET2-ASN - Canadian Research Network
840	CA	CANET2-ASN - Canadian Research Network
841	CA	CANET2-ASN - Canadian Research Network
842	CA	CANET2-ASN - Canadian Research Network
843	US	VOLTERRA-01 - Volterra Inc
844	CA	GONET-ASN-8 - GONET
845	CA	GONET-ASN-9 - GONET
846	CA	GONET-ASN-10 - GONET
847	CA	GONET-ASN-11 - GONET
848	CA	GONET-ASN-12 - GONET
849	CA	GONET-ASN-13 - GONET
850	CA	GONET-ASN-14 - GONET
851	CA	RISQ-QIX - Reseau d'Informations Scientifiques du Quebec (RISQ) Inc.
852	CA	ASN852 - TELUS Communications Inc.
853	CA	GONET-ASN-15 - GONET
854	CA	GONET-ASN-16 - GONET
855	CA	CANET-ASN-4 - Bell Canada
856	CA	NBREN - University of New Brunswick
857	CA	GONET-ASN-17 - GONET
858	CA	GONET-ASN-17 - GONET
859	CA	GONET-ASN-17 - GONET
860	CA	GONET-ASN-17 - GONET
861	CA	GONET-ASN-17 - GONET
862	CA	GONET-ASN-17 - GONET
863	CA	GONET-ASN-17 - GONET
864	CA	GONET-ASN-17 - GONET
865	CA	GONET-ASN-17 - GONET
866	CA	GONET-ASN-17 - GONET
867	CA	GONET-ASN-17 - GONET
868	CA	GONET-ASN-17 - GONET
869	CA	GONET-ASN-17 - GONET
870	CA	GONET-ASN-17 - GONET
871	CA	GONET-ASN-17 - GONET
872	CA	GONET-ASN-17 - GONET
873	CA	GONET-ASN-17 - GONET
874	CA	GONET-ASN-17 - GONET
875	CA	GONET-ASN-17 - GONET
876	CA	GONET-ASN-17 - GONET
877	CA	GONET-ASN-17 - GONET
878	CA	GONET-ASN-17 - GONET
879	CA	GONET-ASN-17 - GONET
880	CA	GONET-ASN-17 - GONET
881	CA	GONET-ASN-17 - GONET
882	CA	GONET-ASN-17 - GONET
883	CA	GONET-ASN-17 - GONET
884	CA	GONET-ASN-17 - GONET
885	CA	GONET-ASN-17 - GONET
886	CA	GONET-ASN-17 - GONET
887	CA	GONET-ASN-17 - GONET
888	CA	GONET-ASN-17 - GONET
889	CA	GONET-ASN-17 - GONET
890	CA	GONET-ASN-17 - GONET
891	CA	GONET-ASN-17 - GONET
892	CA	GONET-ASN-17 - GONET
893	CA	GONET-ASN-17 - GONET
894	CA	GONET-ASN-17 - GONET
895	CA	GONET-ASN-17 - GONET
896	CA	GONET-ASN-17 - GONET
897	CA	GONET-ASN-17 - GONET
898	CA	GONET-ASN-17 - GONET
899	CA	GONET-ASN-17 - GONET
900	CA	GONET-ASN-17 - GONET
901	CA	GONET-ASN-17 - GONET
902	CA	GONET-ASN-17 - GONET
903	CA	GONET-ASN-17 - GONET
904	CA	GONET-ASN-17 - GONET
905	CA	GONET-ASN-17 - GONET
906	CA	GONET-ASN-17 - GONET
907	CA	GONET-ASN-17 - GONET
908	CA	GONET-ASN-17 - GONET
909	CA	GONET-ASN-17 - GONET
910	CA	GONET-ASN-17 - GONET
911	CA	GONET-ASN-17 - GONET
912	CA	GONET-ASN-17 - GONET
913	CA	GONET-ASN-17 - GONET
914	CA	GONET-ASN-17 - GONET
915	CA	GONET-ASN-17 - GONET
916	CA	GONET-ASN-17 - GONET
917	CA	GONET-ASN-17 - GONET
918	CA	GONET-ASN-17 - GONET
919	CA	GONET-ASN-17 - GONET
920	CA	GONET-ASN-17 - GONET
921	CA	GONET-ASN-17 - GONET
922	CA	GONET-ASN-17 - GONET
923	CA	GONET-ASN-17 - GONET
924	CA	GONET-ASN-17 - GONET
925	CA	GONET-ASN-17 - GONET
926	CA	GONET-ASN-17 - GONET
927	CA	GONET-ASN-17 - GONET
928	CA	GONET-ASN-17 - GONET
929	CA	GONET-ASN-17 - GONET
930	CA	GONET-ASN-17 - GONET
931	CA	GONET-ASN-17 - GONET
932	CA	GONET-ASN-17 - GONET
933	CA	GONET-ASN-17 - GONET
934	CA	GONET-ASN-17 - GONET
